TF1,DF1,TF2,DF2
5,1,38,21
1,1,26,20
33,32,1,1
48,46,12,12
37,37,14,14
6,5,5,3
1,1,68,48
0,0,193,110
2,2,204,149
0,0,30,29
0,0,238,192
10,3,58,48
0,0,428,185
15,4,79,47
0,0,94,62
3,1,347,176
0,0,29,20
56,8,29,7
36,2,9,1
33,1,0,0
31,2,26,1
10,2,32,28
2,2,68,46
18,2,17,1
10,2,45,24
28,1,16,2
27,6,16,9
29,6,3,1
2,1,1184,716
0,0,725,337
0,0,495,388
1,1,556,398
6,6,34,29
0,0,94,74
4,4,100,80
3,3,2588,1399
1,1,43,32
0,0,82,43
0,0,65,46
33,32,1,1
69,4,0,0
0,0,52,45
0,0,39,31
44,3,5,4
31,3,1,1
1,1,121,94
40,3,7,3
18,1,16,2
11,9,70,42
2,2,154,111
1,1,79,56
61,4,0,0
1,1,181,124
5,4,228,175
35,3,0,0
39,6,0,0
108,3,0,0
13,9,180,143
97,4,3,2
2,2,2058,1212
45,5,18,7
38,14,7,4
7,2,306,229
0,0,33,29
5,2,67,38
5,3,162,109
25,9,11,5
51,14,1,1
2,2,49,39
0,0,29,20
4,3,738,501
2,2,30,15
2,2,115,51
0,0,70,40
2,2,64,35
27,3,4,2
36,2,30,1
43,5,6,4
31,10,21,9
17,3,89,50
45,2,39,2
25,3,8,2
3,1,122,68
0,0,127,70
12,9,1355,758
0,0,1517,860
1,1,233,144
0,0,103,82
1,1,162,96
19,2,15,2
7,6,192,89
30,3,6,2
3,3,24,22
0,0,38,18
2,2,47,6
0,0,319,152
46,2,42,1
1,1,95,57
3,3,128,60
24,7,18,8
36,2,26,2
0,0,34,28
15,7,19,9
16,5,16,4
26,4,6,5
24,20,22,20
543,534,0,0
0,0,38,1
2,1,51,42
0,0,48,33
23,4,11,4
17,5,16,6
21,3,13,11
48,2,5,1
27,3,28,2
70,9,28,2
32,1,24,1
38,2,6,1
1,1,338,260
2,2,69,46
2,2,90,70
36,4,12,2
38,1,16,1
0,0,227,144
0,0,231,156
0,0,59,32
1,1,69,54
1,1,71,39
0,0,46,32
1,1,36,28
2,2,87,67
3,3,342,227
2,2,63,44
1,1,120,67
77,3,13,1
3,3,163,98
1,1,33,25
2,2,52,42
0,0,131,94
0,0,72,59
20,5,13,3
1,1,35,7
53,6,0,0
23,20,24,19
0,0,285,194
4,3,16,13
2,2,111,66
31,5,18,7
12,8,29,14
0,0,200,165
0,0,256,193
51,1,10,2
51,8,13,2
14,4,16,7
24,1,16,2
1,1,161,136
11,6,27,7
30,3,16,2
8,4,75,64
2,1,82,64
0,0,329,249
72,6,0,0
70,3,5,3
32,1,1,1
11,4,29,3
3,2,529,197
0,0,70,46
2,2,138,118
1,1,122,102
3,2,165,100
1,1,572,466
4,4,74,52
1,1,92,80
1,1,55,41
3,3,69,50
0,0,87,66
3,2,199,150
23,1,9,2
2,2,33,7
3,2,216,156
56,2,7,2
32,2,4,1
34,3,3,1
22,2,17,2
21,2,10,2
12,11,28,24
2,2,48,30
0,0,145,84
2,2,142,74
0,0,115,87
0,0,41,35
9,4,641,342
36,1,4,1
47,2,21,2
1,1,169,61
1,1,44,31
40,1,0,0
7,2,141,86
92,8,76,5
3,3,553,415
3,1,60,47
1,1,88,57
0,0,91,59
11,3,22,19
1,1,113,54
55,4,2,1
49,2,36,3
5,1,56,15
3,3,36,22
14,1,247,95
0,0,37,31
29,28,0,0
1,1,55,29
3,1,342,172
0,0,147,112
2,2,512,357
1,1,271,183
7,1,10,7
2,2,626,344
0,0,57,51
0,0,360,220
29,14,2,2
2,2,45,29
2,1,117,96
0,0,272,220
0,0,385,215
18,11,0,0
30,13,17,17
0,0,31,12
27,9,8,4
9,4,165,111
1,1,30,23
1,1,118,101
0,0,33,26
26,2,7,2
58,5,5,5
0,0,77,70
0,0,58,31
2,2,35,18
35,1,0,0
23,1,14,1
2,2,77,59
42,42,1,1
0,0,26,17
8,6,375,244
0,0,125,98
17,4,20,1
0,0,88,71
0,0,43,25
1,1,33,24
34,18,0,0
0,0,126,88
60,2,0,0
0,0,92,62
23,2,14,1
0,0,75,32
21,4,15,4
2,2,94,84
2,1,124,78
55,2,28,4
1,1,47,35
77,75,25,24
20,2,16,2
1,1,82,62
1,1,25,20
4,1,100,64
32,1,4,1
1,1,336,263
6,5,235,190
8,6,1619,916
0,0,42,38
1,1,110,75
2,1,83,68
0,0,159,126
2,2,272,139
0,0,810,316
0,0,82,73
1,1,106,63
10,7,299,109
28,3,4,2
4,4,678,411
0,0,66,47
0,0,81,61
0,0,191,132
1,1,61,31
17,1,29,18
5,3,29,5
1,1,63,35
0,0,74,51
0,0,122,108
51,8,0,0
0,0,51,38
0,0,52,38
0,0,60,39
22,7,10,5
0,0,86,42
0,0,136,104
0,0,172,147
2,2,314,95
2,1,52,44
0,0,522,366
0,0,781,550
1,1,20,15
10,4,493,336
9,3,30,24
5,4,41,35
2,1,33,25
53,2,10,1
37,2,2,1
0,0,92,55
0,0,239,151
7,5,46,38
1,1,28,25
3,1,64,53
0,0,143,117
0,0,35,30
0,0,144,113
0,0,113,85
0,0,31,26
1,1,48,34
3,3,523,253
0,0,168,111
1,1,127,93
1,1,172,119
1,1,36,24
8,3,98,87
33,1,8,1
2,2,344,180
44,1,2,1
0,0,54,37
74,1,23,1
44,4,0,0
5,3,99,69
0,0,36,16
52,51,11,11
1,1,169,85
0,0,140,116
0,0,150,122
2,2,63,48
0,0,840,657
1,1,132,65
0,0,33,27
7,6,491,333
0,0,58,46
4,4,3399,2032
3,1,586,363
0,0,165,129
39,2,0,0
3,3,47,44
6,3,40,19
35,2,3,1
35,1,4,1
0,0,37,25
1,1,166,119
1,1,266,171
0,0,32,21
24,3,15,2
0,0,94,71
42,6,10,2
0,0,72,59
0,0,289,125
1,1,97,66
45,5,0,0
5,3,573,236
1,1,1507,393
0,0,33,27
2,2,84,62
0,0,77,58
3,2,38,10
2,2,90,70
1,1,104,73
1,1,277,160
0,0,177,117
6,1,29,15
0,0,99,75
1,1,89,58
5,2,61,30
0,0,139,92
2,2,175,88
0,0,46,33
2,1,131,68
0,0,89,58
3,3,60,48
1,1,225,147
1,1,161,113
0,0,224,187
1,1,35,30
0,0,48,36
33,4,17,3
24,3,20,3
0,0,41,36
1,1,109,85
0,0,35,28
1,1,68,33
0,0,31,27
22,2,9,1
1,1,27,26
1,1,106,97
3,2,4376,2089
0,0,141,106
0,0,167,122
0,0,155,109
2,2,84,75
1,1,47,37
38,3,5,1
0,0,181,125
4,3,537,391
2,2,59,27
5,3,149,85
19,2,12,1
3,3,377,235
26,5,36,4
1,1,26,24
36,2,6,1
0,0,33,31
6,2,41,32
0,0,90,65
35,2,3,1
0,0,135,101
2,2,60,47
1,1,959,658
0,0,270,177
0,0,54,35
6,6,298,146
1,1,296,148
0,0,292,169
31,29,0,0
0,0,61,47
75,1,11,1
65,1,35,1
0,0,60,52
1,1,586,445
0,0,60,21
0,0,130,78
0,0,182,122
0,0,151,88
2,1,94,72
30,1,7,2
0,0,83,48
4,4,446,156
0,0,83,63
3,3,123,71
0,0,226,219
1,1,31,24
6,2,61,34
50,1,28,1
5,4,441,290
13,11,19,17
7,2,672,293
43,15,1,1
4,1,502,263
5,2,84,72
74,1,7,1
62,4,39,4
0,0,51,44
3,3,49,43
25,2,18,1
4,3,52,28
51,3,27,2
17,2,14,1
0,0,43,20
31,3,2,1
0,0,91,49
0,0,95,67
0,0,86,49
0,0,251,203
0,0,78,61
3,2,3132,1624
0,0,52,49
0,0,54,47
4,4,2555,1349
0,0,31,28
4,1,42,36
0,0,76,49
5,3,190,139
0,0,70,53
4,1,22,16
1,1,37,33
0,0,439,259
0,0,63,48
21,2,14,1
0,0,382,186
0,0,28,16
0,0,966,608
0,0,153,81
2,2,99,88
13,3,121,72
0,0,60,44
13,3,25,5
15,2,18,5
79,2,0,0
0,0,272,245
27,27,2,1
3,3,16,13
2,1,22,12
11,5,395,270
0,0,37,31
2,2,34,20
82,2,0,0
0,0,29,17
0,0,44,30
11,1,26,1
0,0,131,123
11,5,331,186
42,1,5,1
0,0,29,21
0,0,147,94
6,5,182,130
0,0,51,48
0,0,717,511
2,2,29,25
2,2,333,218
1,1,32,30
1,1,628,422
0,0,36,27
0,0,244,176
1,1,61,39
0,0,158,117
2,1,113,73
0,0,52,38
7,2,36,23
0,0,54,41
1,1,79,64
3,3,32,28
5,4,140,86
0,0,39,29
2,1,80,63
0,0,103,55
0,0,35,27
0,0,114,95
1,1,318,143
0,0,33,32
0,0,79,59
1,1,65,55
16,2,33,2
6,2,94,70
1,1,82,64
6,6,238,170
1,1,519,416
2,1,247,179
47,3,0,0
4,3,210,171
1,1,449,203
5,3,29,1
43,2,1,1
0,0,105,83
54,1,0,0
0,0,51,49
0,0,274,236
1,1,59,28
1,1,72,48
0,0,35,31
3,3,70,44
1,1,30,27
7,5,33,7
34,1,23,1
1,1,30,24
0,0,40,26
0,0,43,32
1,1,136,74
0,0,45,33
0,0,41,33
6,3,42,17
1,1,28,16
1,1,148,93
3,2,57,28
0,0,37,28
1,1,371,149
0,0,55,34
1,1,248,161
0,0,169,92
30,29,1,1
31,30,0,0
36,2,5,3
26,1,6,1
33,4,26,1
27,2,5,1
23,1,10,1
0,0,107,80
35,1,16,1
34,3,3,1
1,1,59,48
0,0,42,34
0,0,447,234
2,1,240,187
6,4,25,17
28,2,28,1
0,0,1156,746
0,0,415,247
0,0,46,26
54,2,1,1
49,3,15,3
0,0,389,261
0,0,125,114
0,0,95,66
3,3,44,37
22,5,18,6
0,0,51,47
4,4,153,112
0,0,83,60
0,0,74,55
5,4,41,31
73,1,4,1
1,1,47,39
0,0,40,30
0,0,158,66
15,3,16,1
26,6,17,6
0,0,113,68
8,2,37,24
2,2,440,126
0,0,40,26
6,3,197,115
0,0,36,22
2,1,536,220
1,1,77,52
0,0,34,29
4,4,222,91
2,1,179,132
0,0,567,424
0,0,49,29
4,3,264,112
17,1,14,1
1,1,110,94
51,1,10,1
35,3,0,0
0,0,62,52
2,2,31,10
1,1,150,77
0,0,214,151
3,3,529,263
3,3,33,30
0,0,52,38
35,3,1,1
0,0,30,20
0,0,46,13
1,1,86,55
0,0,47,38
0,0,137,111
1,1,284,152
0,0,50,42
0,0,76,65
2,2,48,40
3,3,142,94
0,0,31,30
0,0,221,122
0,0,128,97
1,1,54,37
16,1,18,1
0,0,90,54
0,0,36,22
29,1,2,1
0,0,170,104
0,0,48,44
3,3,145,108
0,0,76,63
61,2,1,1
20,18,14,13
26,24,27,21
0,0,90,72
0,0,45,31
1,1,141,94
0,0,258,164
0,0,228,154
1,1,122,91
0,0,40,34
0,0,71,36
0,0,134,77
0,0,340,236
37,2,16,2
27,4,18,2
5,4,177,131
33,1,0,0
0,0,148,93
28,1,9,1
0,0,101,73
0,0,32,28
0,0,34,31
30,1,2,1
1,1,39,30
0,0,40,30
24,9,19,10
0,0,41,24
46,3,15,3
0,0,63,54
10,1,88,42
30,2,1,1
73,3,0,0
9,4,31,21
4,3,818,539
0,0,24,17
1,1,30,24
30,5,8,5
0,0,66,40
2,2,59,56
0,0,56,46
0,0,36,20
0,0,221,129
0,0,33,26
3,3,1801,1091
0,0,79,67
0,0,84,64
0,0,217,185
0,0,3011,1474
0,0,1065,715
0,0,570,473
0,0,32,29
1,1,1791,833
2,1,137,116
0,0,186,154
0,0,296,236
0,0,876,625
5,3,167,95
0,0,151,139
0,0,904,598
0,0,85,50
0,0,623,457
0,0,255,175
0,0,44,29
0,0,342,252
0,0,74,66
0,0,1032,719
0,0,87,72
16,2,223,103
0,0,34,29
0,0,930,616
0,0,1007,691
0,0,63,44
0,0,186,168
5,2,696,439
0,0,45,38
0,0,256,214
0,0,80,55
0,0,180,146
0,0,98,61
0,0,92,87
0,0,830,523
10,1,29,18
1,1,1035,699
0,0,81,68
0,0,181,161
0,0,218,177
0,0,76,69
0,0,66,60
0,0,51,48
0,0,44,40
2,2,169,125
0,0,58,47
0,0,398,300
0,0,248,117
0,0,2545,1528
0,0,77,59
0,0,37,19
0,0,115,100
0,0,36,26
0,0,55,52
0,0,214,160
0,0,205,63
0,0,280,217
0,0,307,84
0,0,85,48
1,1,27,23
0,0,273,158
0,0,119,70
0,0,417,294
0,0,1670,613
0,0,455,322
1,1,190,104
0,0,67,38
0,0,60,50
0,0,299,266
0,0,736,471
0,0,88,68
0,0,41,16
33,1,1,1
0,0,57,44
0,0,40,35
1,1,144,97
1,1,59,35
5,1,60,41
3,3,140,83
6,1,24,18
59,9,0,0
0,0,221,194
16,1,22,12
0,0,36,28
5,3,937,440
0,0,35,30
4,1,98,62
1,1,122,105
0,0,46,32
0,0,73,24
12,3,21,1
0,0,34,30
15,7,31,9
2,2,94,55
9,2,37,1
24,1,28,1
0,0,185,153
0,0,86,77
0,0,408,225
0,0,263,205
1,1,216,168
2,2,63,52
0,0,213,136
6,4,23,18
44,4,0,0
62,2,4,2
18,15,21,19
0,0,50,44
0,0,49,33
2,2,17,12
33,1,17,1
0,0,356,269
1,1,98,44
1,1,7,7
34,31,0,0
1,1,52,43
1,1,417,346
0,0,191,151
8,3,46,27
0,0,73,49
1,1,70,47
0,0,31,27
2,2,44,25
0,0,46,42
0,0,556,424
0,0,43,26
1,1,59,21
1,1,45,36
0,0,143,94
1,1,31,20
0,0,71,46
1,1,31,23
0,0,815,544
24,1,40,2
0,0,50,39
3,3,1088,681
0,0,43,25
0,0,166,148
0,0,57,40
5,1,33,5
1,1,58,49
0,0,57,47
27,1,7,2
13,3,19,1
4,2,51,43
0,0,51,45
0,0,72,42
0,0,68,51
2,2,302,182
1,1,459,186
0,0,156,121
0,0,37,32
0,0,74,50
0,0,69,59
3,2,61,32
0,0,51,49
2,2,47,37
31,31,0,0
1,1,119,69
4,3,94,68
11,2,90,37
1,1,88,62
0,0,54,37
0,0,32,17
58,1,18,1
22,7,11,4
1,1,76,42
3,2,106,79
1,1,63,50
0,0,64,44
1,1,34,24
0,0,78,60
0,0,198,89
1,1,47,25
0,0,84,57
0,0,87,53
45,44,1,1
0,0,496,295
26,3,12,3
2,1,61,22
0,0,36,30
30,4,13,2
0,0,370,134
21,1,10,1
5,3,259,172
8,5,38,7
1,1,47,32
0,0,1188,754
0,0,217,176
2,1,116,54
0,0,104,89
0,0,128,106
0,0,56,44
3,2,79,52
2,2,35,24
2,2,721,538
0,0,40,26
0,0,102,62
0,0,158,129
0,0,346,274
1,1,52,33
0,0,146,128
1,1,194,155
0,0,144,121
0,0,94,80
30,1,12,1
0,0,1459,824
2,2,1215,825
0,0,34,12
65,2,4,1
0,0,142,41
0,0,89,73
100,4,1,1
1,1,137,111
1,1,165,138
2,2,411,234
71,4,21,3
0,0,127,104
21,2,15,2
0,0,59,27
0,0,40,37
1,1,232,151
2,2,98,85
35,1,9,2
0,0,47,29
0,0,56,29
0,0,425,336
0,0,217,65
0,0,154,84
0,0,65,14
42,22,0,0
4,2,71,51
0,0,287,153
9,3,452,316
0,0,111,97
0,0,249,210
4,3,93,59
0,0,129,68
31,29,0,0
79,2,3,1
1,1,57,40
33,5,30,2
30,2,1,1
0,0,1038,704
0,0,36,27
41,5,26,4
28,1,15,2
0,0,129,48
1,1,34,21
2,2,50,29
1,1,91,69
10,5,31,20
0,0,56,28
19,19,11,10
3,2,88,74
0,0,201,142
31,31,0,0
3,2,115,97
0,0,29,29
4,2,316,210
1,1,78,70
0,0,69,50
1,1,944,643
2,1,115,85
0,0,31,28
8,5,29,21
69,1,18,1
0,0,134,99
2,1,61,46
21,1,18,1
26,4,6,3
32,1,6,1
0,0,31,27
85,1,6,1
0,0,73,63
34,7,16,3
0,0,110,72
6,2,24,19
0,0,57,48
0,0,60,53
30,1,24,1
27,3,6,2
0,0,63,53
0,0,115,94
0,0,33,32
3,2,87,47
0,0,69,58
0,0,561,176
11,4,129,81
0,0,34,27
1,1,109,79
0,0,71,62
0,0,203,163
0,0,79,64
2,2,47,38
1,1,59,52
4,3,26,23
29,28,1,1
1,1,34,18
4,2,31,17
1,1,105,76
0,0,53,36
0,0,41,27
3,2,72,44
0,0,78,61
0,0,23,22
0,0,44,25
5,5,70,58
0,0,289,179
1,1,338,276
0,0,104,62
1,1,81,46
12,7,47,32
0,0,51,20
0,0,116,74
8,3,16,5
0,0,50,39
17,1,24,19
43,1,0,0
0,0,218,191
28,1,12,1
1,1,476,373
1,1,32,22
39,39,1,1
0,0,54,46
0,0,47,44
0,0,142,81
1,1,59,49
5,5,2235,1281
0,0,41,30
2,2,77,44
23,1,14,1
0,0,216,158
3,3,386,281
0,0,62,57
1,1,33,27
0,0,46,26
0,0,42,27
0,0,471,364
6,6,66,55
1,1,78,67
5,4,56,47
0,0,35,15
1,1,164,126
12,9,19,10
0,0,47,33
1,1,89,62
13,1,55,1
0,0,78,48
2,1,192,152
2,2,204,147
0,0,190,150
2,2,199,140
2,2,869,276
0,0,158,71
0,0,261,200
0,0,36,30
0,0,273,185
0,0,38,14
0,0,1336,704
1,1,89,72
21,3,19,1
0,0,105,73
0,0,59,57
0,0,67,62
0,0,102,77
1,1,48,32
0,0,57,47
0,0,32,14
3,2,338,261
1,1,148,113
0,0,91,57
1,1,247,214
30,1,5,2
0,0,99,53
0,0,128,88
24,3,23,1
38,1,14,1
0,0,28,27
0,0,89,75
35,2,5,2
0,0,49,28
0,0,66,38
4,4,34,22
23,7,14,7
0,0,134,109
6,4,169,108
3,2,86,28
35,2,0,0
0,0,44,28
1,1,58,41
0,0,31,20
0,0,55,2
22,3,13,1
0,0,40,29
0,0,171,119
0,0,116,74
2,1,28,22
2,1,130,78
1,1,138,90
0,0,46,27
0,0,40,30
0,0,1019,656
3,3,674,302
1,1,294,191
49,4,18,1
40,6,34,26
1,1,323,264
2,2,216,165
0,0,442,370
0,0,103,30
90,1,100,2
62,1,2,1
20,3,14,2
4,3,999,542
0,0,40,32
0,0,210,92
23,22,0,0
68,1,3,1
45,1,9,1
4,4,161,132
0,0,59,53
34,28,13,13
0,0,196,91
1,1,36,25
0,0,46,18
2,2,39,33
0,0,31,29
16,1,23,2
31,4,11,2
0,0,56,45
0,0,79,55
0,0,166,107
0,0,1341,459
0,0,55,33
0,0,77,75
0,0,303,178
52,3,17,3
0,0,35,5
0,0,69,61
0,0,118,86
16,3,15,5
0,0,33,25
0,0,34,17
0,0,65,24
45,1,4,1
2,2,78,59
29,2,2,1
0,0,95,94
0,0,111,98
4,3,46,27
1,1,89,66
1,1,360,230
1,1,730,436
0,0,185,130
0,0,68,63
5,3,50,11
22,22,11,7
0,0,174,139
2,2,555,502
2,2,98,53
0,0,41,37
4,2,42,33
1,1,61,32
0,0,248,152
0,0,76,60
1,1,530,325
0,0,58,49
0,0,104,86
15,1,49,24
0,0,35,22
5,4,394,203
1,1,30,18
39,1,1,1
0,0,31,26
33,1,21,1
0,0,71,35
3,2,41,36
0,0,37,21
14,13,16,12
21,1,35,1
32,1,1,1
31,2,1,1
0,0,44,24
15,1,89,9
0,0,40,26
0,0,141,69
1,1,31,23
0,0,125,79
0,0,85,70
0,0,111,99
0,0,47,41
29,1,2,1
1,1,73,45
0,0,84,47
14,2,22,1
2,2,570,440
90,2,0,0
35,1,5,1
43,1,5,1
1,1,484,337
0,0,99,83
49,1,9,1
0,0,293,205
4,2,55,37
0,0,47,40
0,0,34,20
0,0,84,54
0,0,75,43
0,0,475,368
0,0,352,279
4,4,71,35
0,0,32,18
1,1,31,16
4,4,858,567
1,1,83,60
0,0,76,70
0,0,80,52
18,2,31,2
0,0,58,32
0,0,126,73
22,17,22,18
0,0,81,65
17,2,14,2
6,4,89,68
0,0,380,219
0,0,45,28
75,2,2,2
0,0,34,25
36,2,7,2
0,0,174,111
2,2,34,20
2,1,71,62
0,0,97,76
46,1,10,3
0,0,46,44
0,0,423,286
1,1,85,34
54,1,2,1
1,1,86,67
0,0,703,431
0,0,27,24
0,0,46,33
1,1,99,62
0,0,128,88
33,7,0,0
0,0,71,61
86,1,18,1
12,2,78,46
1,1,159,116
2,2,38,24
0,0,224,165
0,0,42,41
47,1,2,1
2,2,47,34
4,3,539,218
0,0,43,16
7,3,544,303
2,2,51,41
2,1,23,18
45,1,4,1
0,0,73,59
0,0,39,32
0,0,182,144
0,0,60,50
0,0,101,63
0,0,105,71
1,1,32,18
31,2,2,1
0,0,67,47
0,0,236,113
17,2,14,1
4,4,384,184
0,0,43,36
0,0,247,200
7,1,35,1
75,1,2,2
1,1,48,33
1,1,39,30
1,1,47,46
12,1,55,1
0,0,70,64
0,0,174,99
1,1,26,22
0,0,980,670
0,0,212,172
5,3,189,116
0,0,251,204
0,0,95,38
0,0,60,32
0,0,73,47
0,0,43,26
5,3,196,66
0,0,45,38
43,1,4,1
0,0,58,45
7,3,30,8
4,4,134,99
2,2,115,99
2,2,84,74
28,2,9,3
54,1,34,1
0,0,290,179
5,1,193,142
0,0,31,27
0,0,52,40
4,3,29,12
0,0,402,158
0,0,31,2
0,0,45,39
0,0,52,34
134,1,17,1
45,2,4,1
0,0,114,98
1,1,32,17
4,4,72,53
0,0,118,92
0,0,224,125
0,0,78,57
27,2,29,2
3,1,726,536
0,0,59,48
35,1,9,2
0,0,334,95
0,0,50,46
1,1,92,48
1,1,424,307
0,0,50,39
1,1,37,35
2,1,187,149
1,1,117,63
2,2,56,48
1,1,29,19
2,1,66,54
0,0,66,57
39,1,2,1
0,0,29,22
0,0,40,30
0,0,299,282
0,0,239,124
1,1,58,47
1,1,220,147
1,1,66,56
0,0,110,70
1,1,1653,1263
2,1,41,33
0,0,80,51
0,0,62,38
29,2,5,2
52,2,16,1
0,0,90,53
1,1,35,21
14,13,16,12
0,0,331,192
2,2,97,34
0,0,51,43
1,1,112,61
0,0,53,44
0,0,175,153
0,0,239,168
0,0,180,155
0,0,110,98
0,0,312,267
0,0,379,257
0,0,190,123
0,0,32,32
0,0,124,98
0,0,49,37
0,0,634,383
0,0,216,174
0,0,119,102
0,0,179,153
0,0,219,151
0,0,182,164
0,0,49,38
0,0,62,37
0,0,422,308
0,0,34,26
0,0,29,22
21,1,18,1
0,0,32,9
1,1,413,410
0,0,68,41
0,0,40,32
0,0,69,37
0,0,164,126
4,3,90,49
3,2,26,13
0,0,51,30
26,1,17,1
0,0,100,81
0,0,35,31
0,0,33,24
39,6,32,4
1,1,80,68
3,3,275,226
1,1,34,28
1,1,64,53
36,1,0,0
0,0,57,30
5,1,232,180
0,0,1924,1090
0,0,45,41
0,0,251,182
0,0,38,35
0,0,60,40
0,0,45,36
0,0,167,111
107,4,0,0
0,0,31,24
19,1,24,1
34,4,0,0
0,0,127,120
0,0,91,81
0,0,109,80
54,1,9,4
0,0,353,269
0,0,61,51
1,1,46,30
0,0,304,222
3,3,403,166
14,2,27,16
0,0,59,55
29,2,5,2
1,1,38,28
0,0,43,28
2,2,241,165
0,0,687,494
2,1,72,53
0,0,326,183
4,4,44,28
0,0,41,32
21,1,12,1
0,0,31,26
0,0,35,27
0,0,61,59
0,0,75,48
0,0,108,75
0,0,29,28
0,0,129,78
0,0,614,358
48,1,1,1
0,0,62,57
1,1,79,58
1,1,61,38
0,0,256,215
0,0,30,29
0,0,65,60
0,0,34,18
18,1,17,1
40,1,0,0
7,4,23,15
0,0,997,672
0,0,185,117
1,1,423,245
0,0,164,96
0,0,64,49
0,0,135,62
0,0,62,34
0,0,35,32
0,0,39,18
0,0,35,22
0,0,204,124
0,0,61,23
2,1,100,66
0,0,120,90
0,0,54,50
4,1,499,332
0,0,160,127
0,0,72,42
1,1,72,62
0,0,42,35
3,1,154,112
3,1,31,27
0,0,93,71
0,0,34,28
80,2,3,2
14,2,18,1
0,0,1363,903
0,0,57,39
0,0,229,169
1,1,154,66
0,0,40,30
1,1,163,60
1,1,32,14
1,1,479,368
1,1,434,193
1,1,132,63
0,0,69,49
0,0,32,24
0,0,54,35
1,1,573,247
0,0,234,190
0,0,71,37
0,0,32,27
0,0,129,87
0,0,385,285
0,0,67,57
0,0,135,113
0,0,56,46
1,1,108,66
0,0,145,105
0,0,105,68
0,0,48,35
0,0,95,91
0,0,172,134
0,0,48,26
0,0,44,34
2,2,40,31
0,0,48,34
56,2,0,0
0,0,65,37
0,0,29,20
0,0,32,30
46,1,116,1
0,0,52,45
14,2,24,2
0,0,63,36
0,0,37,36
0,0,360,254
32,2,0,0
0,0,155,137
0,0,34,26
0,0,113,95
3,2,125,104
1,1,34,31
0,0,65,46
2,1,301,217
1,1,40,34
2,2,52,21
4,2,35,20
3,3,67,42
4,4,138,115
0,0,36,32
0,0,791,392
0,0,51,36
2,1,36,30
85,1,0,0
1,1,263,132
30,2,4,2
0,0,118,52
0,0,45,27
0,0,37,19
0,0,44,32
10,6,190,101
0,0,47,45
0,0,46,23
1,1,40,34
37,1,5,1
0,0,148,116
1,1,37,12
2,2,112,60
0,0,44,31
23,6,17,9
0,0,75,42
1,1,211,134
1,1,66,35
0,0,76,30
0,0,46,17
0,0,48,29
0,0,73,31
1,1,38,26
1,1,30,25
0,0,54,42
42,1,6,2
0,0,88,84
0,0,57,39
2,1,156,60
31,1,6,2
0,0,1007,650
0,0,53,34
0,0,32,17
0,0,618,257
1,1,48,44
0,0,86,60
0,0,500,383
0,0,65,14
20,2,17,2
1,1,1408,878
0,0,30,5
0,0,38,23
1,1,33,33
0,0,58,31
0,0,89,62
27,1,19,1
1,1,55,37
0,0,195,124
22,1,11,1
0,0,107,84
0,0,131,85
0,0,34,24
0,0,33,28
0,0,92,69
0,0,55,40
0,0,54,25
1,1,59,29
34,3,1,1
1,1,197,138
58,3,0,0
31,1,4,1
0,0,55,42
0,0,77,77
3,2,49,39
1,1,32,27
2,1,144,68
18,2,16,2
0,0,112,94
38,1,22,1
1,1,33,28
1,1,66,51
0,0,102,91
0,0,30,27
0,0,49,37
2,1,29,21
2,1,88,59
0,0,38,29
11,1,58,2
0,0,36,27
3,3,101,52
0,0,33,26
66,2,0,0
0,0,128,46
2,2,545,407
0,0,35,20
0,0,39,24
0,0,27,16
42,2,15,2
0,0,118,51
0,0,32,25
0,0,34,24
0,0,206,147
0,0,52,46
0,0,123,101
0,0,153,135
0,0,45,30
88,1,43,2
2,2,242,162
34,3,0,0
0,0,33,20
0,0,611,433
29,1,2,1
0,0,73,64
1,1,69,42
0,0,3040,1212
0,0,141,97
1,1,54,32
0,0,149,101
1,1,311,178
1,1,139,79
0,0,39,24
63,1,0,0
0,0,61,45
1,1,44,32
0,0,84,48
0,0,49,39
25,1,34,1
0,0,45,8
0,0,69,59
0,0,81,60
0,0,796,447
0,0,89,55
0,0,130,114
0,0,45,33
2,2,100,77
0,0,136,104
0,0,86,37
0,0,397,327
38,1,8,1
0,0,52,33
17,1,26,2
0,0,87,48
0,0,77,47
0,0,143,95
1,1,132,42
1,1,261,88
2,2,32,28
9,1,26,1
0,0,57,36
0,0,31,17
0,0,68,63
0,0,89,71
0,0,33,23
0,0,350,180
0,0,2923,1551
1,1,86,64
0,0,73,69
0,0,123,74
0,0,31,27
1,1,56,45
1,1,156,118
1,1,64,59
0,0,55,45
0,0,72,48
8,1,26,1
3,3,30,18
0,0,93,80
0,0,39,37
0,0,93,66
0,0,386,283
3,3,144,66
7,2,94,58
0,0,55,48
0,0,430,205
0,0,36,35
0,0,104,62
0,0,83,56
0,0,128,96
0,0,133,79
0,0,163,84
0,0,32,22
0,0,123,79
1,1,68,49
0,0,92,41
0,0,53,45
0,0,32,22
0,0,55,50
0,0,456,424
26,2,10,2
0,0,98,51
30,2,13,2
12,1,51,1
0,0,82,67
0,0,38,22
0,0,34,28
9,2,35,20
0,0,53,52
1,1,43,20
0,0,82,43
4,2,523,396
0,0,346,286
1,1,407,285
0,0,32,28
0,0,41,35
3,2,230,199
0,0,196,171
0,0,39,13
0,0,144,132
0,0,34,32
1,1,125,102
